[2026-05-22 17:33:02] QCA: EESPL_QCA_BKN | ERROR: CONFIG_ERROR | Msg: Missing credentials in .env for QCA: EESPL_QCA_BKN. Please check your environment configuration. | Res: {"status": "CONFIG_ERROR", "message": "Missing credentials in .env for QCA: EESPL_QCA_BKN. Please check your environment configuration."}
[2026-06-05 12:21:41] QCA: EESPL_QCA_BHDL | ERROR: API_LEVEL_ERROR | Msg: None | Res: {"status": "API_LEVEL_ERROR", "code": "WBES-200", "message": null, "details": []}
[2026-06-05 12:21:43] QCA: EMSYS_QCA_BHDL_2 | ERROR: API_LEVEL_ERROR | Msg: None | Res: {"status": "API_LEVEL_ERROR", "code": "WBES-200", "message": null, "details": []}
[2026-06-05 12:21:45] QCA: EESPL_QCA_BKN2 | ERROR: API_LEVEL_ERROR | Msg: None | Res: {"status": "API_LEVEL_ERROR", "code": "WBES-200", "message": null, "details": []}
[2026-06-06 10:15:14] QCA: EESPL_QCA_BKN | ERROR: API_LEVEL_ERROR | Msg: None | Res: {"status": "API_LEVEL_ERROR", "code": "WBES-200", "message": null, "details": []}
[2026-06-06 10:15:16] QCA: EESPL_QCA_BHDL | ERROR: API_LEVEL_ERROR | Msg: None | Res: {"status": "API_LEVEL_ERROR", "code": "WBES-200", "message": null, "details": []}
[2026-06-06 10:15:18] QCA: EMSYS_QCA_BHDL_2 | ERROR: API_LEVEL_ERROR | Msg: None | Res: {"status": "API_LEVEL_ERROR", "code": "WBES-200", "message": null, "details": []}
[2026-06-06 10:15:19] QCA: EESPL_QCA_BKN2 | ERROR: API_LEVEL_ERROR | Msg: None | Res: {"status": "API_LEVEL_ERROR", "code": "WBES-200", "message": null, "details": []}
[2026-06-06 11:00:04] QCA: EESPL_QCA_BKN | ERROR: HTTP_ERROR | Msg:  | Res: {"status": "HTTP_ERROR", "code": 404, "message": ""}
[2026-06-06 11:01:20] QCA: EESPL_QCA_BKN | ERROR: API_LEVEL_ERROR | Msg: None | Res: {"status": "API_LEVEL_ERROR", "code": "WBES-200", "message": null, "details": []}
[2026-06-06 11:03:10] QCA: EESPL_QCA_BKN | ERROR: API_LEVEL_ERROR | Msg: None | Res: {"status": "API_LEVEL_ERROR", "code": "WBES-200", "message": null, "details": []}
[2026-06-06 11:11:54] QCA: EESPL_QCA_BKN | ERROR: API_LEVEL_ERROR | Msg: None | Res: {"status": "API_LEVEL_ERROR", "code": "WBES-200", "message": null, "details": []}
